sample_id,pack,class_type,variant,gt_track,gt_artist,final_rank,fused_rank,best_branch_rank,best_branch,n_branch_pools,union@20,union@50,union@100,union@200,union@1000,final@20,final@50,final@100,final@200,final@1000,protected_best_branch,protected_best_branch_rank,branch_only_best_branch,branch_only_best_branch_rank,additive_best_branch,additive_best_branch_rank,protected_union@20,protected_union@50,protected_union@100,branch_only@20,branch_only@50,branch_only@100,additive_union@20,additive_union@50,additive_union@100
5ee0dbbc-c1d1-4bed-ba09-7dafeec198bc::t8,P0_new_artist_union20_gap_failure,failure,artist_neighbor_scene_weighted_v3,You Reposted in the Wrong Neighborhood I Glue70 Mashup,Shokk,,,,,1,False,False,False,False,False,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False
4e2482dc-a76c-4f4b-9d3f-7becec2f8a3a::t4,P0_new_artist_union20_gap_failure,failure,artist_neighbor_scene_weighted_v3,Goodbye Pork Pie Hat,Charles Mingus,,,,,1,False,False,False,False,False,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False
5861afef-85c0-4163-b8b9-5a11e308f352::t4,P0_new_artist_union20_gap_failure,failure,artist_neighbor_scene_weighted_v3,Carmesí,Vicente Garcia,,,,,1,False,False,False,False,False,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False
15b1caf3-d1ed-46ef-a8e3-c9f7657e6b77::t6,P0_new_artist_union20_gap_failure,failure,artist_neighbor_scene_weighted_v3,Hong Kong 2046,Hong Kong Express,,,,,1,False,False,False,False,False,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False
907921a3-d08f-4ba1-8cce-0e760a9e7044::t7,P0_new_artist_union20_gap_failure,failure,artist_neighbor_scene_weighted_v3,Sunrise - Slow Hands Remix,Kasper Bjørke,,,,,1,False,False,False,False,False,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False
ab5eac17-909e-4271-8cf9-40c06b27ee56::t2,P0_new_artist_union20_gap_failure,failure,artist_neighbor_scene_weighted_v3,Sparks,Hilary Duff,,,,,1,False,False,False,False,False,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False
324ddfb5-8a18-4729-9acb-c851907a297c::t3,P0_new_artist_union20_gap_failure,failure,artist_neighbor_scene_weighted_v3,Acknowledge,Masta Ace,,,127,analysis.artist_neighbor_scene_weighted_v3,1,False,False,False,True,True,False,False,False,False,False,,,analysis.artist_neighbor_scene_weighted_v3,127,analysis.artist_neighbor_scene_weighted_v3,127,False,False,False,False,False,False,False,False,False
b466a64b-b3cc-4c62-8a70-8261434f915f::t2,P0_new_artist_union20_gap_failure,failure,artist_neighbor_scene_weighted_v3,Two To Make It Right,Seduction,,,166,analysis.artist_neighbor_scene_weighted_v3,1,False,False,False,True,True,False,False,False,False,False,,,analysis.artist_neighbor_scene_weighted_v3,166,analysis.artist_neighbor_scene_weighted_v3,166,False,False,False,False,False,False,False,False,False
ba68a3cc-5278-4680-917a-4ca66d33ef31::t5,P0_new_artist_union20_gap_failure,failure,artist_neighbor_scene_weighted_v3,Buttons,The Pussycat Dolls,,,48,analysis.artist_neighbor_scene_weighted_v3,1,False,True,True,True,True,False,False,False,False,False,,,analysis.artist_neighbor_scene_weighted_v3,48,analysis.artist_neighbor_scene_weighted_v3,48,False,False,False,False,True,True,False,True,True
d5fcb591-3744-4ebb-9d1a-5c57c314b7d0::t5,P1_temporal_constraint_failure,failure,artist_neighbor_scene_weighted_v3,Love Train,The O'Jays,,,21,analysis.artist_neighbor_scene_weighted_v3,1,False,True,True,True,True,False,False,False,False,False,,,analysis.artist_neighbor_scene_weighted_v3,21,analysis.artist_neighbor_scene_weighted_v3,21,False,False,False,False,True,True,False,True,True
f2d85aa5-2086-4b1e-9974-d188c43621db::t8,P1_temporal_constraint_failure,failure,artist_neighbor_scene_weighted_v3,Leraine,Kettel,,,,,1,False,False,False,False,False,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False
67b9ba8a-382f-4b70-af76-576848d8cf67::t8,P1_temporal_constraint_failure,failure,artist_neighbor_scene_weighted_v3,Gangsta Gangsta,N.W.A.,,,229,analysis.artist_neighbor_scene_weighted_v3,1,False,False,False,False,True,False,False,False,False,False,,,analysis.artist_neighbor_scene_weighted_v3,229,analysis.artist_neighbor_scene_weighted_v3,229,False,False,False,False,False,False,False,False,False
9468e467-d396-461b-be29-b30b6cf87c35::t5,P1_temporal_constraint_failure,failure,artist_neighbor_scene_weighted_v3,Midnight,A Tribe Called Quest,,,,,1,False,False,False,False,False,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False
e978bb5b-26af-4c7d-b720-b9210bdddf25::t8,P1_temporal_constraint_failure,failure,artist_neighbor_scene_weighted_v3,Dear Yvette,"Jane Doe, Masta Ace",,,,,1,False,False,False,False,False,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False
3676005d-5b7c-4c48-9b73-3e10dd509c07::t3,P1_temporal_constraint_failure,failure,artist_neighbor_scene_weighted_v3,Conquest of Paradise,Vangelis,,,36,analysis.artist_neighbor_scene_weighted_v3,1,False,True,True,True,True,False,False,False,False,False,,,analysis.artist_neighbor_scene_weighted_v3,36,analysis.artist_neighbor_scene_weighted_v3,36,False,False,False,False,True,True,False,True,True
a33a5df0-2c2b-429c-84e6-cde28affd4d5::t6,P1_temporal_constraint_failure,failure,artist_neighbor_scene_weighted_v3,Thriller,Fall Out Boy,,,48,analysis.artist_neighbor_scene_weighted_v3,1,False,True,True,True,True,False,False,False,False,False,,,analysis.artist_neighbor_scene_weighted_v3,48,analysis.artist_neighbor_scene_weighted_v3,48,False,False,False,False,True,True,False,True,True
3676005d-5b7c-4c48-9b73-3e10dd509c07::t1,P1_temporal_constraint_failure,failure,artist_neighbor_scene_weighted_v3,Breath and Life,Audiomachine,,,,,1,False,False,False,False,False,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False
c4c0c288-dbcd-4970-ad52-901aafe91b88::t4,P1_temporal_constraint_failure,failure,artist_neighbor_scene_weighted_v3,I Juswanna Chill,Large Professor,,,,,1,False,False,False,False,False,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False
71bb177a-dab1-4bbc-8508-22d809b05c31::t6,P1_temporal_constraint_failure,failure,artist_neighbor_scene_weighted_v3,Constant Craving - Remastered,k.d. lang,,,267,analysis.artist_neighbor_scene_weighted_v3,1,False,False,False,False,True,False,False,False,False,False,,,analysis.artist_neighbor_scene_weighted_v3,267,analysis.artist_neighbor_scene_weighted_v3,267,False,False,False,False,False,False,False,False,False
4d0afb6b-3705-493f-ab16-ca75ea311e1a::t7,P1_rejection_guardrail_failure,failure,artist_neighbor_scene_weighted_v3,Pilot,"Benjamin Wallfisch, Hans Zimmer",,,,,1,False,False,False,False,False,False,False,False,False,False,baseline.dense.qwen_8b.metadata.metadata_qwen3_embedding_8b,1,,,baseline.dense.qwen_8b.metadata.metadata_qwen3_embedding_8b,1,True,True,True,False,False,False,True,True,True
1e14a07f-7369-4d24-9285-9343b6b18353::t8,P1_rejection_guardrail_failure,failure,artist_neighbor_scene_weighted_v3,Nordlys,Myrkur,,,717,analysis.artist_neighbor_scene_weighted_v3,1,False,False,False,False,True,False,False,False,False,False,baseline.dense.qwen_0_6b.attributes.attributes_qwen3_embedding_0_6b,1,analysis.artist_neighbor_scene_weighted_v3,717,baseline.dense.qwen_0_6b.attributes.attributes_qwen3_embedding_0_6b,1,True,True,True,False,False,False,True,True,True
d265b5a9-af57-4070-90f5-692a960c5aaa::t6,P1_rejection_guardrail_failure,failure,artist_neighbor_scene_weighted_v3,Get Lucky (feat. Pharrell Williams &amp; Nile Rodgers) - Radio Edit,"Nile Rodgers, Pharrell Williams, Daft Punk",,,,,1,False,False,False,False,False,False,False,False,False,False,baseline.lookup.resolved_artist_discography,2,,,baseline.lookup.resolved_artist_discography,2,True,True,True,False,False,False,True,True,True
b2582e52-6d13-40b4-8552-2d8b63fa6c75::t8,P1_rejection_guardrail_failure,failure,artist_neighbor_scene_weighted_v3,Soil,System Of A Down,,,,,1,False,False,False,False,False,False,False,False,False,False,baseline.bm25,2,,,baseline.bm25,2,True,True,True,False,False,False,True,True,True
d265b5a9-af57-4070-90f5-692a960c5aaa::t8,P1_rejection_guardrail_failure,failure,artist_neighbor_scene_weighted_v3,Motherboard,Daft Punk,,,,,1,False,False,False,False,False,False,False,False,False,False,baseline.centroid.anchor_tracks.image_siglip2,2,,,baseline.centroid.anchor_tracks.image_siglip2,2,True,True,True,False,False,False,True,True,True
3a4224d3-1e5b-4bb9-a424-886d5c45d5d3::t8,P1_rejection_guardrail_failure,failure,artist_neighbor_scene_weighted_v3,Brain Relaxation Sky,Sample Rain Library,,,,,1,False,False,False,False,False,False,False,False,False,False,baseline.dense.qwen_8b.metadata.metadata_qwen3_embedding_8b,2,,,baseline.dense.qwen_8b.metadata.metadata_qwen3_embedding_8b,2,True,True,True,False,False,False,True,True,True
963b3ee7-17d1-4bb3-8a3f-0bc528a1f096::t5,P1_rejection_guardrail_failure,failure,artist_neighbor_scene_weighted_v3,Go Go Gadget Flow,Lupe Fiasco,,,,,1,False,False,False,False,False,False,False,False,False,False,baseline.dense.qwen_0_6b.metadata.metadata_qwen3_embedding_0_6b,2,,,baseline.dense.qwen_0_6b.metadata.metadata_qwen3_embedding_0_6b,2,True,True,True,False,False,False,True,True,True
08bea603-846a-428b-aa27-de4dfede7ba9::t8,P1_rejection_guardrail_failure,failure,artist_neighbor_scene_weighted_v3,Silhouette,Julia Holter,,,,,1,False,False,False,False,False,False,False,False,False,False,baseline.dense.qwen_8b.metadata.metadata_qwen3_embedding_8b,2,,,baseline.dense.qwen_8b.metadata.metadata_qwen3_embedding_8b,2,True,True,True,False,False,False,True,True,True
0fc60312-9a9d-4658-a950-06fc2441a2ac::t8,P1_rejection_guardrail_failure,failure,artist_neighbor_scene_weighted_v3,Music Will Untune the Sky,Have A Nice Life,,,,,1,False,False,False,False,False,False,False,False,False,False,baseline.dense.qwen_0_6b.metadata.metadata_qwen3_embedding_0_6b,2,,,baseline.dense.qwen_0_6b.metadata.metadata_qwen3_embedding_0_6b,2,True,True,True,False,False,False,True,True,True
3ebc2b49-0f5c-4161-bbcf-e1615821103f::t2,P1_rejection_guardrail_failure,failure,artist_neighbor_scene_weighted_v3,The Animus 2.0,Jesper Kyd,,,23,analysis.artist_neighbor_scene_weighted_v3,1,False,True,True,True,True,False,False,False,False,False,baseline.dense.qwen_0_6b.metadata.metadata_qwen3_embedding_0_6b,2,analysis.artist_neighbor_scene_weighted_v3,23,baseline.dense.qwen_0_6b.metadata.metadata_qwen3_embedding_0_6b,2,True,True,True,False,True,True,True,True,True
37097db6-54b8-491b-8512-1df70648548b::t2,P0_named_artist_ranker_failure,failure,artist_neighbor_scene_weighted_v3,White Ferrari,Frank Ocean,,,,,1,False,False,False,False,False,False,False,False,False,False,baseline.centroid.anchor_tracks.image_siglip2,1,,,baseline.centroid.anchor_tracks.image_siglip2,1,True,True,True,False,False,False,True,True,True
f4115525-7e44-40df-8957-e38df99f214d::t4,P0_named_artist_ranker_failure,failure,artist_neighbor_scene_weighted_v3,Young And Beautiful,Lana Del Rey,,,,,1,False,False,False,False,False,False,False,False,False,False,baseline.lookup.resolved_artist_discography,1,,,baseline.lookup.resolved_artist_discography,1,True,True,True,False,False,False,True,True,True
eee89ca2-fc86-4a9a-b4c5-2d77cb3346c8::t7,P0_named_artist_ranker_failure,failure,artist_neighbor_scene_weighted_v3,Change (In the House of Flies) - In The House Of Flies LP Version,Deftones,,,4,analysis.artist_neighbor_scene_weighted_v3,1,True,True,True,True,True,False,False,False,False,False,baseline.lookup.resolved_artist_discography,1,analysis.artist_neighbor_scene_weighted_v3,4,baseline.lookup.resolved_artist_discography,1,True,True,True,True,True,True,True,True,True
44c3948c-bc44-4e40-ae77-82c2fec9c944::t7,P0_named_artist_ranker_failure,failure,artist_neighbor_scene_weighted_v3,Me Dediqué a Perderte,"Alejandro Fernandez, Alejandro Fernández",,,,,1,False,False,False,False,False,False,False,False,False,False,baseline.lookup.resolved_artist_discography,1,,,baseline.lookup.resolved_artist_discography,1,True,True,True,False,False,False,True,True,True
899f906b-9b0b-42a6-9689-643eb9f1ed31::t8,P0_named_artist_ranker_failure,failure,artist_neighbor_scene_weighted_v3,Crawling,Linkin Park,,,6,analysis.artist_neighbor_scene_weighted_v3,1,True,True,True,True,True,False,False,False,False,False,baseline.centroid.anchor_tracks.image_siglip2,1,analysis.artist_neighbor_scene_weighted_v3,6,baseline.centroid.anchor_tracks.image_siglip2,1,True,True,True,True,True,True,True,True,True
93199894-d3db-4335-8278-e1be175944e4::t6,P0_named_artist_ranker_failure,failure,artist_neighbor_scene_weighted_v3,Smells Like Teen Spirit,Nirvana,,,,,1,False,False,False,False,False,False,False,False,False,False,baseline.dense.qwen_8b.attributes.attributes_qwen3_embedding_8b,1,,,baseline.dense.qwen_8b.attributes.attributes_qwen3_embedding_8b,1,True,True,True,False,False,False,True,True,True
7d2bb60e-1046-4956-91d0-cf1dd73037cc::t3,P0_named_artist_ranker_failure,failure,artist_neighbor_scene_weighted_v3,Hung Up,Madonna,,,20,analysis.artist_neighbor_scene_weighted_v3,1,True,True,True,True,True,False,False,False,False,False,baseline.lookup.resolved_artist_discography,1,analysis.artist_neighbor_scene_weighted_v3,20,baseline.lookup.resolved_artist_discography,1,True,True,True,True,True,True,True,True,True
1b406c88-9dfd-42cd-a1f5-9683f35f849b::t1,P0_named_artist_ranker_failure,failure,artist_neighbor_scene_weighted_v3,93 'Til Infinity,Souls Of Mischief,,,535,analysis.artist_neighbor_scene_weighted_v3,1,False,False,False,False,True,False,False,False,False,False,baseline.dense.qwen_8b.metadata.metadata_qwen3_embedding_8b,1,analysis.artist_neighbor_scene_weighted_v3,535,baseline.dense.qwen_8b.metadata.metadata_qwen3_embedding_8b,1,True,True,True,False,False,False,True,True,True
7be411cd-f002-459e-8326-3ebe8be10b42::t6,P0_named_artist_ranker_failure,failure,artist_neighbor_scene_weighted_v3,Army Dreamers,Kate Bush,,,,,1,False,False,False,False,False,False,False,False,False,False,baseline.lookup.resolved_artist_discography,1,,,baseline.lookup.resolved_artist_discography,1,True,True,True,False,False,False,True,True,True
fc78453a-8798-4402-a01a-e9c557f08a03::t2,P0_named_artist_ranker_failure,failure,artist_neighbor_scene_weighted_v3,En el 2000,Natalia Lafourcade,,,1,analysis.artist_neighbor_scene_weighted_v3,1,True,True,True,True,True,False,False,False,False,False,baseline.bm25,1,analysis.artist_neighbor_scene_weighted_v3,1,baseline.bm25,1,True,True,True,True,True,True,True,True,True
84803908-48e7-41b7-9269-a465a44f4c10::t2,P0_same_album_ranker_failure,failure,artist_neighbor_scene_weighted_v3,Runaway,"Pusha T, Kanye West",,,,,1,False,False,False,False,False,False,False,False,False,False,baseline.centroid.anchor_tracks.image_siglip2,1,,,baseline.centroid.anchor_tracks.image_siglip2,1,True,True,True,False,False,False,True,True,True
6d825b33-dc20-4b3c-a277-0c8214163007::t6,P0_same_album_ranker_failure,failure,artist_neighbor_scene_weighted_v3,Super Rich Kids,"Frank Ocean, Earl Sweatshirt",,,9,analysis.artist_neighbor_scene_weighted_v3,1,True,True,True,True,True,False,False,False,False,False,baseline.centroid.anchor_tracks.image_siglip2,1,analysis.artist_neighbor_scene_weighted_v3,9,baseline.centroid.anchor_tracks.image_siglip2,1,True,True,True,True,True,True,True,True,True
942c0b23-c5ad-4270-b23f-3ba456ea0ccf::t5,P0_same_album_ranker_failure,failure,artist_neighbor_scene_weighted_v3,Alive,Pearl Jam,,,21,analysis.artist_neighbor_scene_weighted_v3,1,False,True,True,True,True,False,False,False,False,False,baseline.centroid.anchor_tracks.audio_laion_clap,1,analysis.artist_neighbor_scene_weighted_v3,21,baseline.centroid.anchor_tracks.audio_laion_clap,1,True,True,True,False,True,True,True,True,True
19c7e5bf-0797-40c5-b798-4d024af9558d::t4,P0_same_album_ranker_failure,failure,artist_neighbor_scene_weighted_v3,Satisfied,"Original Broadway Cast of Hamilton, Renée Elise Goldsberry",,,,,1,False,False,False,False,False,False,False,False,False,False,baseline.centroid.anchor_tracks.image_siglip2,1,,,baseline.centroid.anchor_tracks.image_siglip2,1,True,True,True,False,False,False,True,True,True
71b80ec3-6cca-48b4-b471-08efa00afa2d::t4,P0_same_album_ranker_failure,failure,artist_neighbor_scene_weighted_v3,That Would Be Enough,"Lin-Manuel Miranda, Phillipa Soo",,,100,analysis.artist_neighbor_scene_weighted_v3,1,False,False,True,True,True,False,False,False,False,False,baseline.centroid.anchor_tracks.image_siglip2,1,analysis.artist_neighbor_scene_weighted_v3,100,baseline.centroid.anchor_tracks.image_siglip2,1,True,True,True,False,False,True,True,True,True
692611f0-d9ef-406c-8327-902575197aee::t8,P0_same_album_ranker_failure,failure,artist_neighbor_scene_weighted_v3,YAH.,Kendrick Lamar,,,,,1,False,False,False,False,False,False,False,False,False,False,baseline.centroid.anchor_tracks.image_siglip2,1,,,baseline.centroid.anchor_tracks.image_siglip2,1,True,True,True,False,False,False,True,True,True
8071d14d-7e0f-4f72-90a6-0941db80a371::t5,P0_same_album_ranker_failure,failure,artist_neighbor_scene_weighted_v3,Stay Down,Brent Faiyaz,,,,,1,False,False,False,False,False,False,False,False,False,False,baseline.centroid.anchor_tracks.image_siglip2,1,,,baseline.centroid.anchor_tracks.image_siglip2,1,True,True,True,False,False,False,True,True,True
c863175a-bbaf-4f6c-aef7-cb16f2792cb5::t6,P0_same_album_ranker_failure,failure,artist_neighbor_scene_weighted_v3,Cinderella (feat. Ty Dolla $ign),Mac Miller,,,,,1,False,False,False,False,False,False,False,False,False,False,baseline.centroid.user.cf_bpr,1,,,baseline.centroid.user.cf_bpr,1,True,True,True,False,False,False,True,True,True
c96d7bb9-65d4-44be-9bc2-891e8e485f4e::t7,P0_same_album_ranker_failure,failure,artist_neighbor_scene_weighted_v3,Sentimento Louco - Ao Vivo,Marília Mendonça,,,,,1,False,False,False,False,False,False,False,False,False,False,baseline.dense.qwen_8b.metadata.metadata_qwen3_embedding_8b,1,,,baseline.dense.qwen_8b.metadata.metadata_qwen3_embedding_8b,1,True,True,True,False,False,False,True,True,True
e6ba98e1-9bee-4cc9-a6b7-0a8dcd767a1f::t7,P0_same_album_ranker_failure,failure,artist_neighbor_scene_weighted_v3,Boom,P.O.D.,,,48,analysis.artist_neighbor_scene_weighted_v3,1,False,True,True,True,True,False,False,False,False,False,baseline.centroid.anchor_tracks.audio_laion_clap,1,analysis.artist_neighbor_scene_weighted_v3,48,baseline.centroid.anchor_tracks.audio_laion_clap,1,True,True,True,False,True,True,True,True,True
ad5348a7-d3bc-4882-bfca-54aa655eac96::t5,P1_positive_tag_retrieval_gap_failure,failure,artist_neighbor_scene_weighted_v3,Glitter,"Tyler, The Creator",,,129,analysis.artist_neighbor_scene_weighted_v3,1,False,False,False,True,True,False,False,False,False,False,,,analysis.artist_neighbor_scene_weighted_v3,129,analysis.artist_neighbor_scene_weighted_v3,129,False,False,False,False,False,False,False,False,False
2bbc0a7e-3ab0-4376-8135-182cd4ae075f::t1,P1_positive_tag_retrieval_gap_failure,failure,artist_neighbor_scene_weighted_v3,Las Almas Del Silencio,Ricky Martin,,,,,1,False,False,False,False,False,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False
464477e4-f186-47fb-8cb0-55691c8b8f57::t6,P1_positive_tag_retrieval_gap_failure,failure,artist_neighbor_scene_weighted_v3,Where Eagles Dare,"Glenn Danzig, Misfits",,,92,analysis.artist_neighbor_scene_weighted_v3,1,False,False,True,True,True,False,False,False,False,False,,,analysis.artist_neighbor_scene_weighted_v3,92,analysis.artist_neighbor_scene_weighted_v3,92,False,False,False,False,False,True,False,False,True
13066d2c-2d5e-4162-b3dc-354ecef3aff5::t5,P1_positive_tag_retrieval_gap_failure,failure,artist_neighbor_scene_weighted_v3,You Know What I Mean,Cults,,,,,1,False,False,False,False,False,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False
a2cface7-c4fc-4eb5-80b2-e0c516093732::t3,P1_positive_tag_retrieval_gap_failure,failure,artist_neighbor_scene_weighted_v3,The City Is At War,Cobra Starship,,,174,analysis.artist_neighbor_scene_weighted_v3,1,False,False,False,True,True,False,False,False,False,False,,,analysis.artist_neighbor_scene_weighted_v3,174,analysis.artist_neighbor_scene_weighted_v3,174,False,False,False,False,False,False,False,False,False
